CustomerID,Age,Gender,Location,MembershipLevel,TotalPurchases,TotalSpent,FavoriteCategory,Occupation,WebsiteVisits,Churn,LastPurchaseDate
86374,23,Female,Shenzhen,Gold,88,,Home Goods,Unemployed,16,1,2023/11/6
85841,21,Male,Hangzhou,Bronze,15,726.5671667,Books,Self-Employed,19,1,2023/4/9
86672,21,Female,Hangzhou,Gold,57,14182.00266,Clothing,Professional,8,1,2023/12/20
86658,23,Male,Chongqing,Silver,33,2874.940782,Home Goods,Professional,5,0,2023/3/31
86165,43,Female,wuhan,Bronze,19,1749.675132,Home Goods,Unemployed,6,0,2023/9/11
85684,47,Male,wuhan,Bronze,15,355.7039967,Electronics,Self-Employed,10,0,2023/12/13
85779,25,Male,Beijing,Silver,42,6948.417483,Electronics,Self-Employed,27,1,2023/10/28
85742,41,Female,Shenzhen,Gold,32,3679.681362,Sports,Self-Employed,2,1,2023/9/25
86153,22,Female,Hangzhou,Bronze,49,3229.894628,Books,Professional,12,1,2023/11/28
86073,33,Female,chengdu,Bronze,31,1188.693344,Clothing,Unemployed,6,0,2023/11/3
86108,42,Male,wuhan,Gold,24,1307.304721,Electronics,Professional,7,0,2023/12/27
85932,26,Female,Shenzhen,Gold,62,5737.854342,Clothing,Student,5,1,2023/8/30
86501,32,Male,Shenzhen,Bronze,15,341.3612906,Clothing,Student,25,0,2023/11/22
86558,20,Female,wuhan,Bronze,35,3235.310923,Clothing,Student,17,1,2023/12/20
85978,51,Male,Hangzhou,Gold,22,1220.601218,Electronics,Self-Employed,15,1,2023/12/9
86485,48,Male,Chongqing,Bronze,11,384.1378759,Sports,Professional,8,0,2023/12/25
86612,31,Male,Shenzhen,Bronze,12,509.3799171,Clothing,Self-Employed,27,1,2023/9/14
86598,28,Female,Hangzhou,Silver,57,7421.17854,Clothing,Student,8,0,2023/7/30
86200,31,Male,Guangzhou,Gold,31,4096.962821,Sports,Self-Employed,19,0,2023/11/22
85694,24,Female,Beijing,Silver,78,21101.5923,Home Goods,Professional,9,0,2023/7/28
86579,25,Male,Shanghai,Gold,29,5311.932532,Electronics,Unemployed,23,0,2023/9/26
86054,38,Male,wuhan,Silver,9,599.936336,Electronics,Professional,12,0,2023/9/11
86094,23,Male,chengdu,Gold,13,688.7147251,Sports,Professional,6,1,2023/7/7
85959,19,Male,Shanghai,Silver,56,4927.857086,Books,Self-Employed,8,0,2023/10/15
85745,30,Female,Chongqing,Bronze,46,4044.145029,Clothing,Unemployed,26,1,2023/9/8
85723,37,Male,chengdu,Silver,12,798.4772363,Clothing,Unemployed,11,1,2023/8/3
85853,34,Male,Beijing,Gold,40,,Sports,Student,16,1,2023/12/25
86180,47,Female,Hangzhou,Bronze,30,2698.510257,Home Goods,Student,8,1,2023/9/24
86603,38,Male,Beijing,Platinum,18,2683.844488,Home Goods,Self-Employed,12,0,2023/8/21
85790,30,Female,wuhan,Bronze,31,2764.566207,Electronics,Self-Employed,30,1,2023/10/12
85967,29,Female,Shanghai,Platinum,195,57277.89923,Home Goods,Self-Employed,10,0,2023/8/2
85750,31,Male,Chongqing,Bronze,17,413.648894,Sports,Unemployed,30,1,2023/7/22
85722,41,Male,Guangzhou,Silver,12,705.3805969,Electronics,Professional,4,0,2023/11/14
86177,19,Female,Beijing,Platinum,234,71886.46196,Home Goods,Professional,30,0,2023/12/17
85937,32,Female,chengdu,Gold,38,3634.207633,Home Goods,Student,18,0,2023/12/28
86482,63,Female,Shanghai,Platinum,136,34438.29176,Home Goods,Professional,1,1,2023/11/28
86537,53,Female,wuhan,Gold,35,2694.591263,Home Goods,Student,12,0,2023/10/29
86422,20,Female,Guangzhou,Platinum,122,40352.17675,Clothing,Professional,30,1,2023/10/4
85738,36,Female,Guangzhou,Platinum,90,20229.46006,Home Goods,Professional,13,0,2023/12/7
86472,56,Female,Guangzhou,Platinum,111,28341.78561,Electronics,Professional,13,1,2023/4/11
85726,49,Female,wuhan,Silver,26,,Books,Self-Employed,7,1,2023/8/17
86114,50,Male,chengdu,Bronze,12,486.077191,Electronics,Self-Employed,7,1,2023/9/10
85798,46,Female,Shenzhen,Gold,53,6515.211915,Books,Professional,9,0,2023/7/13
86324,40,Male,wuhan,Silver,14,617.2848945,Clothing,Professional,15,1,2023/8/10
86083,27,Male,Hangzhou,Bronze,24,937.0744365,Clothing,Unemployed,30,1,2023/12/22
86426,67,Female,Guangzhou,Silver,92,15488.13306,Home Goods,Student,10,0,2023/9/27
86626,23,Female,wuhan,Bronze,49,3887.193576,Books,Student,29,0,2023/9/7
86151,26,Male,Guangzhou,Gold,48,11538.54995,Books,Self-Employed,10,0,2023/11/1
85792,63,Male,chengdu,Silver,10,230.5865346,Home Goods,Unemployed,2,1,2023/8/13
85686,30,Female,Hangzhou,Bronze,39,3199.783755,Books,Self-Employed,12,1,2023/4/8
85831,64,Female,Shanghai,Gold,105,18352.85263,Home Goods,Professional,7,1,2023/11/18
86011,53,Female,Chongqing,Silver,42,,Books,Self-Employed,11,1,2023/10/17
85801,47,Female,wuhan,Gold,42,5712.828784,Clothing,Self-Employed,15,0,2023/9/21
85720,27,Male,wuhan,Silver,10,621.1872084,Electronics,Student,29,0,2023/10/23
85909,35,Male,Shenzhen,Bronze,13,234.8583046,Sports,Professional,15,0,2023/12/6
86212,38,Male,Shanghai,Silver,13,1393.092767,Electronics,Professional,6,1,2023/2/23
85915,19,Male,chengdu,Silver,11,421.1185638,Electronics,Professional,5,1,2023/11/30
86264,19,Male,Shanghai,Gold,65,11596.5988,Sports,Professional,22,0,2023/9/22
86032,23,Male,Guangzhou,Silver,60,8502.560736,Electronics,Student,28,0,2023/9/12
86633,36,Male,Shenzhen,Bronze,9,153.2867045,Clothing,Unemployed,8,1,2023/11/16
86522,57,Female,Chongqing,Silver,33,2847.745361,Sports,Professional,8,0,2023/9/14
86466,19,Female,Chongqing,Silver,79,,Books,Unemployed,20,0,2023/7/9
85999,27,Female,Shanghai,Platinum,131,34020.36179,Sports,Unemployed,30,1,2023/10/9
86573,51,Female,Shenzhen,Bronze,27,938.0823869,Home Goods,Professional,5,0,2023/8/17
86483,27,Male,Shanghai,Gold,78,9715.336998,Books,Professional,22,1,2023/12/22
86024,18,Male,chengdu,Silver,30,2138.753722,Electronics,Self-Employed,26,0,2023/10/23
86037,29,Female,Shanghai,Gold,143,61907.79751,Home Goods,Student,30,0,2023/7/25
85691,30,Male,Chongqing,Bronze,17,1046.833161,Books,Professional,20,0,2023/11/14
85860,22,Male,Chongqing,Gold,50,3877.401257,Electronics,Student,10,1,2023/1/28
86076,21,Male,Shanghai,Gold,82,20061.40952,Clothing,Self-Employed,29,0,2023/8/24
86012,46,Male,Hangzhou,Gold,27,2041.983328,Electronics,Professional,6,0,2023/11/8
85880,23,Female,Chongqing,Bronze,31,3867.060111,Clothing,Unemployed,22,1,2023/11/22
86637,19,Female,chengdu,Gold,87,18585.49985,Clothing,Self-Employed,15,0,2023/11/25
86019,28,Female,Chongqing,Gold,85,20564.71395,Home Goods,Professional,22,1,2023/11/12
85987,36,Female,Guangzhou,Platinum,86,26962.62688,Electronics,Student,3,1,2023/12/7
85916,31,Male,Guangzhou,Silver,36,2021.842818,Electronics,Self-Employed,23,1,2023/8/20
86587,63,Female,Beijing,Silver,87,15976.22775,Home Goods,Student,5,1,2023/7/30
85844,40,Male,chengdu,Silver,24,1360.328863,Sports,Professional,8,0,2023/7/16
85861,21,Female,Beijing,Gold,182,56566.30359,Clothing,Professional,20,0,2023/12/12
86608,60,Male,Hangzhou,Silver,13,364.926665,Home Goods,Unemployed,7,1,2023/9/5
85807,18,Female,Shanghai,Platinum,195,64103.20985,Clothing,Student,28,0,2023/7/17
85975,43,Male,Shanghai,Platinum,19,2120.824662,Home Goods,Self-Employed,13,0,2023/2/21
86405,20,Male,Shanghai,Platinum,76,18902.27892,Electronics,Professional,20,1,2023/9/26
86344,30,Male,Shanghai,Silver,23,4071.501394,Books,Unemployed,26,0,2023/9/25
85992,33,Male,Hangzhou,Silver,8,,Electronics,Professional,24,0,2023/8/14
85752,52,Male,Chongqing,Bronze,12,545.2832283,Clothing,Self-Employed,13,0,2023/11/28
86195,35,Male,Beijing,Platinum,34,4007.931455,Electronics,Student,12,1,2023/11/23
86020,41,Male,wuhan,Silver,20,600.9572285,Books,Self-Employed,1,1,2023/12/19
85872,23,Male,Shanghai,Silver,25,,Electronics,Unemployed,15,0,2023/12/13
86539,28,Male,Guangzhou,Gold,29,3535.316167,Electronics,Unemployed,22,1,2023/7/14
86222,52,Female,Hangzhou,Silver,32,2703.615928,Clothing,Professional,14,0,2023/1/16
86589,63,Female,Chongqing,Silver,33,4109.421941,Books,Student,15,1,2023/12/15
86262,24,Female,Beijing,Platinum,207,80711.00134,Electronics,Professional,7,1,2023/10/5
86121,59,Female,chengdu,Gold,40,4475.633395,Home Goods,Self-Employed,7,0,2023/12/18
85695,35,Female,Chongqing,Silver,26,3346.999998,Electronics,Student,4,0,2023/10/27
86398,25,Male,Shenzhen,Gold,15,823.8391726,Sports,Self-Employed,14,0,2023/7/25
86392,52,Female,Hangzhou,Bronze,33,,Clothing,Unemployed,9,0,2023/4/19
85924,29,Female,Shanghai,Silver,128,18676.32702,Clothing,Self-Employed,14,1,2023/10/7
85917,47,Male,Guangzhou,Silver,30,2296.126508,Electronics,Unemployed,9,1,2023/11/28
86245,30,Female,chengdu,Gold,79,14031.1794,Books,Student,18,0,2023/11/2
85709,27,Female,Hangzhou,Silver,67,8064.513392,Electronics,Unemployed,5,0,2023/7/3
85755,48,Male,Beijing,Silver,26,1776.576286,Electronics,Professional,11,0,2023/10/18
85833,21,Female,Chongqing,Bronze,39,4643.286071,Clothing,Student,11,1,2023/12/4
86007,30,Female,Beijing,Platinum,137,62415.27106,Books,Professional,30,0,2023/11/9
86511,34,Male,Shenzhen,Gold,29,1510.067103,Books,Professional,26,0,2023/12/30
86148,47,Male,Guangzhou,Platinum,59,6050.715144,Books,Student,8,0,2023/8/26
86345,52,Male,chengdu,Silver,19,1181.660179,Home Goods,Student,10,1,2023/11/8
85783,30,Male,wuhan,Silver,29,1802.657219,Home Goods,Professional,10,0,2023/9/9
86335,18,Female,Chongqing,Gold,72,9587.363921,Clothing,Professional,16,0,2023/9/26
86053,28,Female,chengdu,Bronze,44,4497.46487,Clothing,Student,28,1,2023/11/21
86299,18,Female,Hangzhou,Gold,75,16667.22126,Clothing,Self-Employed,12,1,2023/9/30
86277,53,Male,Shenzhen,Bronze,17,396.9806366,Home Goods,Professional,8,1,2023/10/17
85766,25,Female,Guangzhou,Platinum,166,35314.17542,Home Goods,Self-Employed,18,1,2023/9/30
86125,28,Male,Shanghai,Gold,46,7498.148096,Sports,Unemployed,19,1,2023/11/11
86326,59,Female,Beijing,Silver,58,10523.35996,Home Goods,Self-Employed,6,0,2023/8/10
86496,19,Male,wuhan,Silver,15,1276.768721,Books,Self-Employed,14,1,2023/9/26
86529,29,Female,Shenzhen,Bronze,42,2839.635836,Books,Self-Employed,23,0,2023/9/17
86064,33,Female,chengdu,Bronze,26,993.7171452,Clothing,Self-Employed,8,0,2023/9/26
86251,40,Male,chengdu,Gold,22,1015.305817,Clothing,Self-Employed,8,1,2023/7/24
86659,58,Male,Hangzhou,Bronze,10,244.0702764,Home Goods,Professional,15,0,2023/11/19
86096,30,Male,Beijing,Platinum,78,10010.34828,Home Goods,Unemployed,16,0,2023/12/22
85885,49,Female,Beijing,Gold,91,18637.20621,Sports,Professional,13,0,2023/4/25
85845,32,Female,Shenzhen,Gold,64,9609.484335,Electronics,Student,18,1,2023/10/26
85839,46,Male,Shenzhen,Silver,20,1249.810652,Books,Self-Employed,1,1,2023/3/4
85912,20,Male,Chongqing,Silver,34,1433.686688,Sports,Unemployed,12,1,2023/9/2
85862,28,Male,Guangzhou,Platinum,114,26722.33251,Electronics,Self-Employed,27,0,2023/7/28
86359,24,Male,wuhan,Bronze,21,1478.17851,Home Goods,Professional,12,1,2023/9/27
86477,29,Female,chengdu,Silver,81,17674.07675,Clothing,Professional,29,1,2023/9/22
86018,31,Male,Shanghai,Silver,32,3722.16826,Home Goods,Student,10,0,2023/2/9
86415,25,Male,Guangzhou,Gold,73,7546.910403,Clothing,Student,22,1,2023/11/18
86127,24,Female,chengdu,Silver,44,9532.464868,Electronics,Professional,16,0,2023/10/26
86320,37,Female,wuhan,Silver,33,3707.00992,Books,Self-Employed,1,1,2023/12/29
86504,28,Male,chengdu,Gold,52,3347.598961,Sports,Self-Employed,27,0,2023/12/16
85829,28,Female,wuhan,Gold,104,25474.78904,Books,Self-Employed,21,1,2023/8/22
86161,21,Male,Shanghai,Gold,39,7158.207419,Clothing,Self-Employed,9,1,2023/9/11
86271,33,Female,Shanghai,Platinum,84,22393.80092,Home Goods,Student,23,0,2023/11/3
86662,19,Female,wuhan,Gold,94,21995.70026,Electronics,Self-Employed,16,1,2023/10/23
85799,44,Male,Chongqing,Silver,14,889.4519412,Clothing,Professional,7,1,2023/3/22
85740,50,Female,wuhan,Silver,33,3817.077015,Sports,Professional,8,0,2023/9/26
86582,34,Male,Guangzhou,Platinum,52,7804.636366,Electronics,Professional,27,1,2023/12/13
86185,36,Male,Shenzhen,Gold,19,1449.947163,Books,Student,5,1,2023/10/16
85898,32,Female,Beijing,Gold,96,28779.39426,Home Goods,Professional,10,1,2023/9/11
85942,69,Female,chengdu,Gold,59,5123.901052,Electronics,Self-Employed,5,1,2023/12/1
85835,31,Male,Chongqing,Silver,14,548.2949518,Home Goods,Professional,16,0,2023/8/28
86487,26,Female,Chongqing,Bronze,59,3758.014162,Clothing,Student,30,1,2023/7/5
86292,18,Female,Chongqing,Silver,46,5675.507751,Clothing,Professional,10,0,2023/8/15
86350,54,Female,Hangzhou,Silver,40,4062.110432,Books,Student,11,1,2023/7/7
85852,65,Male,Shenzhen,Silver,18,1054.403231,Electronics,Self-Employed,6,1,2023/12/26
86624,22,Female,chengdu,Bronze,57,7848.853733,Clothing,Self-Employed,11,0,2023/12/12
86089,24,Female,wuhan,Silver,45,4380.967784,Books,Student,29,0,2023/10/19
85774,57,Male,Beijing,Gold,58,8741.145155,Sports,Professional,12,0,2023/9/17
86407,33,Female,Shanghai,Gold,63,18278.01334,Electronics,Self-Employed,25,1,2023/12/22
86363,42,Male,chengdu,Bronze,17,624.8989654,Electronics,Professional,14,1,2023/9/14
85903,18,Male,Shenzhen,Bronze,25,1622.620542,Clothing,Self-Employed,15,0,2023/10/20
86008,47,Male,Guangzhou,Platinum,68,10587.887,Electronics,Unemployed,11,1,2023/2/2
86301,49,Male,Guangzhou,Silver,31,2831.819344,Clothing,Student,14,0,2023/8/31
86376,25,Female,Shenzhen,Silver,61,8788.314253,Home Goods,Self-Employed,23,0,2023/11/2
86552,21,Male,Chongqing,Silver,17,1196.34036,Books,Professional,15,1,2023/10/24
86156,42,Male,Shenzhen,Gold,,2032.426761,Electronics,Professional,8,0,2023/9/25
86593,42,Male,chengdu,Gold,15,1122.855244,Sports,Self-Employed,12,0,2023/12/19
85894,21,Female,Hangzhou,Silver,74,12662.82543,Home Goods,Professional,6,0,2023/12/7
86065,22,Male,wuhan,Gold,31,1948.965666,Electronics,Student,10,1,2023/1/28
86586,33,Male,Beijing,Silver,15,1032.583052,Home Goods,Self-Employed,24,0,2023/7/4
86101,40,Male,chengdu,Silver,12,653.8586789,Clothing,Student,1,0,2023/10/14
85983,61,Male,Shanghai,Gold,15,2024.143409,Electronics,Self-Employed,6,0,2023/4/3
86449,23,Male,wuhan,Bronze,19,623.4247092,Clothing,Professional,22,1,2023/12/8
86559,30,Male,Hangzhou,Silver,17,1428.322161,Electronics,Professional,7,0,2023/7/21
85689,63,Male,Shanghai,Gold,30,4505.151149,Books,Self-Employed,7,1,2023/11/15
86167,29,Male,Hangzhou,Bronze,13,1007.096285,Books,Self-Employed,25,1,2023/9/14
85919,37,Male,Shanghai,Platinum,28,3577.245883,Clothing,Professional,14,0,2023/10/18
86572,34,Male,wuhan,Silver,24,1190.218138,Sports,Professional,23,0,2023/11/19
85680,53,Male,chengdu,Bronze,16,422.7662371,Books,Unemployed,2,1,2023/11/6
86287,39,Male,Shanghai,Silver,46,4801.044332,Electronics,Self-Employed,1,0,2023/11/8
86207,58,Female,Chongqing,Gold,43,5461.574118,Home Goods,Professional,14,1,2023/8/30
86071,34,Female,chengdu,Gold,34,5540.084054,Books,Professional,11,0,2023/9/24
86395,20,Male,wuhan,Silver,29,2288.257342,Books,Unemployed,18,1,2023/12/28
86532,30,Female,chengdu,Bronze,50,7724.131663,Home Goods,Self-Employed,17,0,2023/12/24
86365,31,Female,Guangzhou,Gold,99,22753.59485,Home Goods,Self-Employed,10,0,2023/7/13
85778,33,Female,Hangzhou,Bronze,34,2572.942288,Sports,Self-Employed,14,0,2023/10/4
85977,54,Male,Guangzhou,Silver,13,1227.590656,Books,Unemployed,12,1,2023/9/19
86223,61,Female,Shenzhen,Silver,31,2685.422391,Home Goods,Professional,2,0,2023/10/25
86403,35,Female,Shanghai,Gold,96,18973.41217,Clothing,Student,5,0,2023/9/10
85882,48,Male,Guangzhou,Silver,21,1924.724706,Books,Self-Employed,15,1,2023/9/10
85976,21,Female,Beijing,Silver,140,47905.00837,Books,Professional,9,1,2023/11/10
85725,30,Female,wuhan,Silver,46,,Electronics,Self-Employed,8,0,2023/7/19
85764,43,Female,Shenzhen,Gold,63,8574.491571,Books,Professional,5,1,2023/12/1
86028,27,Female,Hangzhou,Bronze,53,5450.870329,Clothing,Professional,6,1,2023/10/13
86306,28,Male,Chongqing,Gold,26,3437.161328,Home Goods,Student,26,0,2023/4/9
86134,38,Female,Guangzhou,Gold,114,30439.1487,Home Goods,Student,3,1,2023/12/1
85696,64,Male,Shanghai,Platinum,27,4063.604912,Clothing,Student,13,0,2023/9/9
86048,26,Female,wuhan,Gold,65,,Books,Professional,28,1,2023/11/22
86220,24,Female,wuhan,Bronze,47,4088.781577,Sports,Self-Employed,23,0,2023/12/8
86113,43,Female,wuhan,Bronze,26,1215.863674,Home Goods,Unemployed,12,0,2023/9/3
85892,41,Female,Chongqing,Gold,55,6034.191484,Clothing,Self-Employed,11,0,2023/8/5
86411,38,Female,Beijing,Silver,49,7242.247549,Clothing,Self-Employed,7,0,2023/11/4
86179,32,Male,Beijing,Platinum,27,4967.294471,Electronics,Student,18,0,2023/11/5
86279,30,Male,Beijing,Platinum,67,12191.5261,Books,Professional,16,0,2023/8/17
86475,27,Male,Chongqing,Silver,35,1694.952057,Home Goods,Unemployed,20,0,2023/3/26
86622,24,Female,chengdu,Gold,79,14984.60955,Clothing,Self-Employed,8,0,2023/12/13
86357,47,Male,Guangzhou,Gold,19,2200.043176,Electronics,Student,6,1,2023/11/18
85879,18,Female,Guangzhou,Silver,134,22720.95442,Clothing,Self-Employed,10,1,2023/7/29
86321,24,Male,chengdu,Gold,52,6798.359642,Clothing,Student,6,0,2023/11/9
85864,29,Male,chengdu,Silver,34,3245.251338,Electronics,Self-Employed,26,1,2023/10/20
86035,27,Male,Shanghai,Gold,65,8038.137748,Home Goods,Self-Employed,28,0,2023/7/2
86338,39,Female,chengdu,Silver,35,4440.826733,Home Goods,Professional,3,0,2023/10/19
86049,21,Male,Chongqing,Gold,36,3890.352738,Books,Professional,30,1,2023/9/20
86305,67,Female,Guangzhou,Silver,94,10744.65943,Books,Self-Employed,5,1,2023/10/23
85859,23,Male,chengdu,Gold,27,1499.343873,Sports,Unemployed,23,0,2023/10/21
86406,32,Female,Shenzhen,Bronze,26,1447.683531,Books,Self-Employed,11,0,2023/10/20
86078,52,Female,Shanghai,Gold,60,18306.0041,Electronics,Student,9,1,2023/7/11
85868,52,Female,Guangzhou,Platinum,118,16353.74844,Books,Professional,7,1,2023/9/28
86238,27,Female,Shenzhen,Silver,81,10432.21615,Sports,Student,16,0,2023/8/4
86075,26,Female,Shanghai,Silver,120,46895.87697,Clothing,Student,12,0,2023/12/30
86204,23,Female,Beijing,Gold,151,67494.64068,Sports,Professional,28,1,2023/8/1
86330,52,Female,Beijing,Gold,100,,Home Goods,Unemployed,12,1,2023/10/20
86115,25,Female,Shenzhen,Bronze,52,4316.406109,Clothing,Self-Employed,14,1,2023/7/6
85806,24,Female,Beijing,Silver,148,21261.31207,Sports,Professional,12,0,2023/12/5
85907,20,Female,Shenzhen,Silver,41,6987.57416,Clothing,Unemployed,16,1,2023/12/20
85847,22,Male,Shanghai,Silver,78,9620.884008,Home Goods,Self-Employed,16,1,2023/10/20
86102,52,Female,Guangzhou,Platinum,100,35241.53909,Home Goods,Student,6,1,2023/7/3
86241,45,Male,Hangzhou,Gold,8,259.0622858,Clothing,Student,11,1,2023/1/20
86641,33,Male,Shanghai,Silver,39,3447.347097,Clothing,Professional,15,1,2023/12/20
86432,50,Female,Shenzhen,Gold,,5546.329358,Clothing,Student,5,0,2023/9/27
86300,50,Male,wuhan,Silver,11,551.5213012,Books,Student,13,0,2023/10/29
85770,22,Female,Chongqing,Bronze,35,3706.608397,Home Goods,Student,28,0,2023/12/6
86455,30,Female,Chongqing,Gold,92,24211.91385,Clothing,Unemployed,8,0,2023/12/9
86173,22,Male,Hangzhou,Bronze,11,667.2547425,Home Goods,Unemployed,13,0,2023/9/29
85748,32,Female,wuhan,Gold,33,3735.351837,Clothing,Unemployed,21,0,2023/10/27
85763,39,Male,chengdu,Bronze,7,168.4128291,Home Goods,Student,6,0,2023/8/5
86283,25,Male,chengdu,Silver,30,1944.187797,Sports,Student,29,1,2023/7/26
85674,29,Male,chengdu,Silver,21,2218.351243,Clothing,Professional,19,1,2023/10/27
86066,33,Male,Shenzhen,Bronze,18,899.6642193,Home Goods,Professional,9,1,2023/8/10
86150,18,Female,Beijing,Platinum,178,44411.02016,Home Goods,Student,26,1,2023/12/1
86473,29,Female,Shenzhen,Gold,70,18005.27305,Clothing,Unemployed,16,1,2023/11/9
86193,20,Female,Hangzhou,Bronze,61,6387.463861,Sports,Student,16,0,2023/10/16
85781,18,Male,Hangzhou,Gold,35,3749.676375,Books,Student,10,1,2023/12/10
86382,60,Female,chengdu,Gold,35,3838.448589,Clothing,Self-Employed,12,1,2023/9/20
86308,50,Male,Guangzhou,Silver,21,2285.34741,Clothing,Student,4,1,2023/9/30
85897,28,Male,Hangzhou,Gold,37,3267.346008,Electronics,Professional,19,1,2023/7/9
86001,38,Male,Shanghai,Gold,42,4265.522061,Electronics,Professional,11,0,2023/9/27
85776,20,Male,Shenzhen,Gold,28,1439.064969,Electronics,Self-Employed,14,0,2023/9/7
86378,31,Male,Hangzhou,Bronze,18,650.785283,Home Goods,Self-Employed,18,0,2023/11/11
86149,23,Male,chengdu,Bronze,22,1073.519508,Books,Professional,14,1,2023/12/9
85887,33,Female,wuhan,Bronze,26,1064.491834,Home Goods,Self-Employed,29,1,2023/4/13
85809,22,Female,Guangzhou,Gold,109,30562.55712,Sports,Professional,12,1,2023/10/13
85920,25,Female,Chongqing,Gold,96,19070.03103,Clothing,Professional,13,0,2023/12/3
86644,44,Male,Shenzhen,Bronze,6,221.8020187,Electronics,Student,13,0,2023/9/15
86565,59,Male,Beijing,Silver,43,3081.465378,Sports,Unemployed,7,1,2023/10/20
86293,29,Female,chengdu,Bronze,34,4191.900649,Clothing,Student,27,1,2023/10/16
86489,31,Female,Shenzhen,Gold,54,6767.431508,Sports,Professional,19,1,2023/10/21
86039,38,Female,chengdu,Gold,44,3411.097012,Clothing,Professional,7,1,2023/12/5
86486,23,Male,Chongqing,Gold,50,6194.15092,Books,Professional,17,1,2023/10/22
85700,21,Female,chengdu,Gold,79,9737.810342,Home Goods,Professional,19,1,2023/12/16
86316,34,Female,chengdu,Gold,48,3109.013635,Home Goods,Unemployed,5,0,2023/9/25
86091,50,Male,Guangzhou,Platinum,39,4456.515363,Sports,Professional,15,0,2023/11/1
86581,23,Male,Shenzhen,Bronze,25,1720.418366,Electronics,Student,9,0,2023/9/19
86595,38,Female,Hangzhou,Silver,26,1597.684164,Clothing,Unemployed,8,0,2023/12/23
85677,21,Female,Shenzhen,Bronze,57,4548.857173,Clothing,Student,5,0,2024/1/1
85808,28,Male,chengdu,Silver,31,2601.513977,Electronics,Self-Employed,25,1,2023/12/18
86029,26,Male,wuhan,Bronze,14,654.1137772,Home Goods,Professional,18,1,2023/11/29
86551,52,Male,Beijing,Silver,24,1157.808478,Home Goods,Self-Employed,1,1,2023/4/22
86442,34,Male,Shenzhen,Silver,6,292.3492148,Books,Professional,14,0,2023/10/20
86510,21,Female,Shanghai,Silver,109,20902.34912,Home Goods,Student,26,0,2023/10/11
86235,34,Female,wuhan,Silver,39,5138.955306,Home Goods,Student,29,1,2023/7/7
86566,18,Female,wuhan,Silver,78,15593.54071,Books,Self-Employed,9,1,2023/10/19
85899,66,Female,Shenzhen,Silver,37,4443.767472,Sports,Professional,9,1,2023/9/9
86494,18,Female,Guangzhou,Silver,85,21171.33822,Sports,Student,25,0,2023/10/18
86043,63,Male,wuhan,Gold,11,480.53539,Books,Professional,15,1,2023/4/14
86355,33,Male,Shanghai,Silver,32,3556.664889,Books,Student,15,0,2023/2/10
86013,47,Female,Beijing,Silver,80,14973.40059,Clothing,Professional,3,1,2023/11/21
86093,23,Male,Guangzhou,Gold,80,8640.792281,Electronics,Professional,7,1,2023/7/10
86503,20,Female,Beijing,Gold,156,,Clothing,Self-Employed,21,1,2023/3/5
86625,27,Female,wuhan,Gold,72,14096.93742,Sports,Professional,24,1,2023/10/18
86128,22,Female,wuhan,Silver,60,5910.984688,Home Goods,Self-Employed,17,0,2023/9/21
85737,19,Female,wuhan,Gold,102,24698.31998,Sports,Student,22,1,2023/12/30
86433,25,Male,Shenzhen,Bronze,14,833.5062233,Books,Self-Employed,28,0,2023/12/10
86034,22,Female,Shenzhen,Silver,83,17059.6568,Sports,Student,27,0,2023/11/21
85911,33,Female,Shenzhen,Bronze,37,1927.666767,Sports,Self-Employed,12,1,2023/11/21
85786,64,Female,Chongqing,Gold,44,3216.738016,Sports,Professional,4,1,2023/11/16
86314,23,Male,Chongqing,Gold,26,1893.272481,Electronics,Unemployed,27,0,2023/11/29
86206,27,Female,Hangzhou,Gold,85,10783.69456,Home Goods,Self-Employed,19,0,2023/7/21
85800,29,Male,Chongqing,Bronze,11,746.0733399,Electronics,Student,9,1,2023/9/8
85933,46,Male,Shanghai,Platinum,72,,Electronics,Student,8,0,2023/11/2
86416,29,Female,Chongqing,Gold,70,9115.699104,Sports,Self-Employed,9,0,2023/3/9
86435,19,Male,chengdu,Bronze,25,685.0282844,Electronics,Self-Employed,21,1,2023/12/20
85811,25,Male,Hangzhou,Bronze,14,881.1186012,Home Goods,Self-Employed,13,1,2023/1/6
85681,25,Female,chengdu,Gold,92,19616.22717,Clothing,Self-Employed,7,1,2023/4/30
86176,61,Female,Shenzhen,Silver,39,4787.326722,Home Goods,Student,9,1,2023/12/24
86505,27,Male,Hangzhou,Gold,40,3299.169409,Electronics,Unemployed,10,0,2023/11/18
86436,30,Female,Shenzhen,Silver,55,9729.830718,Home Goods,Unemployed,11,0,2023/12/13
86525,32,Male,Beijing,Silver,13,1383.231863,Clothing,Professional,9,0,2023/2/25
86081,24,Female,Guangzhou,Silver,118,36696.35376,Clothing,Professional,12,0,2023/9/2
86366,31,Female,Guangzhou,Silver,69,15320.59122,Electronics,Student,27,0,2023/12/15
86027,34,Female,Shanghai,Silver,68,5731.105185,Clothing,Student,21,1,2023/7/27
85827,44,Male,Guangzhou,Silver,22,2738.205463,Sports,Self-Employed,14,0,2023/11/7
86240,19,Male,Hangzhou,Bronze,10,601.8378255,Home Goods,Professional,25,0,2023/10/26
86216,54,Male,wuhan,Bronze,6,126.8274929,Home Goods,Professional,14,0,2023/7/28
86017,29,Female,Shanghai,Gold,177,34325.09882,Electronics,Student,28,1,2023/9/21
